2026-04-25 03:12:06,711 - Using language: go
2026-04-25 03:12:25,674 - Potential files: ['go.mod', '.github/workflows', 'README.md', '.golangci.yaml', 'Makefile', 'Makefile-test.mk', 'docs/README.md', 'Makefile-verify.mk', '.github/dependabot.yml', 'Dockerfile', '.golangci-kal.yaml', 'go.sum', 'cloudbuild.yaml', 'Makefile-deps.mk', 'CONTRIBUTING.md']   -- <step_cost> input_tok: 2740, output_tok: 1222, cost_usd: nan </step_cost>
2026-04-25 03:12:25,674 - Start determine relevance of these files...
2026-04-25 03:12:28,599 - File: go.mod - <rel>Yes</rel>   -- <step_cost> input_tok: 3337, output_tok: 151, cost_usd: nan </step_cost>
2026-04-25 03:12:30,629 - File: README.md - <rel>No</rel>   -- <step_cost> input_tok: 3004, output_tok: 47, cost_usd: nan </step_cost>
2026-04-25 03:12:33,046 - File: .golangci.yaml - <rel>No</rel>   -- <step_cost> input_tok: 1135, output_tok: 70, cost_usd: nan </step_cost>
2026-04-25 03:12:35,064 - File: Makefile - <rel>Yes</rel>   -- <step_cost> input_tok: 6746, output_tok: 46, cost_usd: nan </step_cost>
2026-04-25 03:12:37,188 - File: Makefile-test.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 8111, output_tok: 39, cost_usd: nan </step_cost>
2026-04-25 03:12:39,154 - File: docs/README.md - <rel>No</rel>   -- <step_cost> input_tok: 176, output_tok: 38, cost_usd: nan </step_cost>
2026-04-25 03:12:42,538 - File: Makefile-verify.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 3275, output_tok: 117, cost_usd: nan </step_cost>
2026-04-25 03:12:44,223 - File: .github/dependabot.yml - <rel>No</rel>   -- <step_cost> input_tok: 708, output_tok: 45, cost_usd: nan </step_cost>
2026-04-25 03:12:46,306 - File: Dockerfile - <rel>Yes</rel>   -- <step_cost> input_tok: 333, output_tok: 77, cost_usd: nan </step_cost>
2026-04-25 03:12:48,468 - File: .golangci-kal.yaml - <rel>No</rel>   -- <step_cost> input_tok: 1590, output_tok: 73, cost_usd: nan </step_cost>
2026-04-25 03:12:52,877 - File: go.sum - <rel>No</rel>   -- <step_cost> input_tok: 24667, output_tok: 132, cost_usd: nan </step_cost>
2026-04-25 03:12:54,710 - File: cloudbuild.yaml - <rel>No</rel>   -- <step_cost> input_tok: 452, output_tok: 49, cost_usd: nan </step_cost>
2026-04-25 03:12:57,337 - File: Makefile-deps.mk - <rel>Yes</rel>   -- <step_cost> input_tok: 5027, output_tok: 82, cost_usd: nan </step_cost>
2026-04-25 03:13:00,081 - File: CONTRIBUTING.md - <rel>Yes</rel>   -- <step_cost> input_tok: 1396, output_tok: 109, cost_usd: nan </step_cost>
2026-04-25 03:13:00,081 - Located related files: ['go.mod', 'Makefile', 'Makefile-test.mk', 'Makefile-verify.mk', 'Dockerfile', 'Makefile-deps.mk', 'CONTRIBUTING.md']
2026-04-25 03:13:03,418 - Selected base image: golang:1.25   -- <step_cost> input_tok: 27517, output_tok: 57, cost_usd: nan </step_cost>
2026-04-25 03:13:03,455 - Starting bash session in container based on image: golang:1.25
2026-04-25 03:13:03,455 - Docker attempt 1/3
2026-04-25 03:13:17,718 - Session started successfully: <launch.core.runtime.SetupRuntime object at 0x723dba816840>
2026-04-25 03:13:18,418 - Repo root in the host cleaned up: /home/v-kenanli/SWE-bench-Live/launch/data/go/playground/kubernetes-sigs__kueue-9866/repo
2026-04-25 03:13:18,421 - Setting up environment for language: go
2026-04-25 03:13:18,421 - No language-specific server needed
2026-04-25 03:13:18,465 - setup state: None, 0, None ... 
2026-04-25 03:13:18,465 - ----------Start setup conversation----------
2026-04-25 03:13:22,621 - 
================================== Ai Message ==================================

Thought: I need to download Go module dependencies first.
Action: <command>go mod download</command>

 -- <step_cost> input_tok: 30679, output_tok: 49, cost_usd: nan </step_cost>


 -- <step_cost> input_tok: 45481, output_tok: 318, cost_usd: nan </step_cost>

2026-04-25 03:13:48,546 - 
================================ Human Message =================================

Observation:
go mod download

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 03:13:51,772 - 
================================== Ai Message ==================================

Thought: Build the project before running tests.
Action: <command>go build ./...</command>

 -- <step_cost> input_tok: 30750, output_tok: 44, cost_usd: nan </step_cost>


 -- <step_cost> input_tok: 45539, output_tok: 27, cost_usd: nan </step_cost>

2026-04-25 03:18:18,441 - 
================================ Human Message =================================

Observation:
go build ./...

root@c11a630b6f8b:/testbed $

exit code: 0

2026-04-25 03:18:21,419 - 
================================== Ai Message ==================================

Thought: Now run the Go test suite across all modules.
Action: <command>go test ./...</command>

 -- <step_cost> input_tok: 30820, output_tok: 27, cost_usd: nan </step_cost>

2026-04-25 03:33:31,913 - 
================================ Human Message =================================

Observation:
go test ./...
ok  	sigs.k8s.io/kueue/apis/config/v1beta1	0.025s
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/kueue/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/kueue/v1beta2/fake	[no test files]
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/visibility/v1beta1	[no test files]
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/visibility/v1beta1/fake	[no test files]
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/visibility/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/client-go/clientset/versioned/typed/visibility/v1beta2/fake	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/internalinterfaces	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/kueue	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/kueue/v1beta1	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/kueue/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/visibility	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/visibility/v1beta1	[no test files]
?   	sigs.k8s.io/kueue/client-go/informers/externalversions/visibility/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/client-go/listers/kueue/v1beta1	[no test files]
?   	sigs.k8s.io/kueue/client-go/listers/kueue/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/client-go/listers/visibility/v1beta1	[no test files]
?   	sigs.k8s.io/kueue/client-go/listers/visibility/v1beta2	[no test files]
?   	sigs.k8s.io/kueue/cmd/importer	[no test files]
?   	sigs.k8s.io/kueue/cmd/importer/cache	[no test files]
ok  	sigs.k8s.io/kueue/cmd/importer/mapping	(cached)
ok  	sigs.k8s.io/kueue/cmd/importer/pod	(cached)
?   	sigs.k8s.io/kueue/cmd/kueue	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/clientgetter	[no test files]
ok  	sigs.k8s.io/kueue/cmd/kueuectl/app/completion	(cached)
ok  	sigs.k8s.io/kueue/cmd/kueuectl/app/create	(cached)
ok  	sigs.k8s.io/kueue/cmd/kueuectl/app/delete	(cached)
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/dryrun	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/flags	[no test files]
ok  	sigs.k8s.io/kueue/cmd/kueuectl/app/list	(cached)
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/options	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/passthrough	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/resume	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/stop	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl/app/testing	[no test files]
ok  	sigs.k8s.io/kueue/cmd/kueuectl/app/version	(cached)
?   	sigs.k8s.io/kueue/cmd/kueuectl-docs	[no test files]
?   	sigs.k8s.io/kueue/cmd/kueuectl-docs/generators	[no test files]
?   	sigs.k8s.io/kueue/internal/mocks/controller/jobframework	[no test files]
ok  	sigs.k8s.io/kueue/pkg/cache/hierarchy	(cached)
ok  	sigs.k8s.io/kueue/pkg/cache/queue	(cached)
?   	sigs.k8s.io/kueue/pkg/cache/queue/afs	[no test files]
ok  	sigs.k8s.io/kueue/pkg/cache/scheduler	(cached)
ok  	sigs.k8s.io/kueue/pkg/config	(cached)
?   	sigs.k8s.io/kueue/pkg/constants	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/admissionchecks/multikueue	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/admissionchecks/multikueue/externalframeworks	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/admissionchecks/provisioning	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/constants	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/core	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/core/indexer	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/elasticjobs	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/failurerecovery	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobframework	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/jobs	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/appwrapper	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/deployment	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/job	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/jobset	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs/jaxjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs/paddlejob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs/pytorchjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs/tfjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/jobs/xgboostjob	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/jobs/kubeflow/kubeflowjob	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/leaderworkerset	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/mpijob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/pod	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/jobs/pod/constants	[no test files]
?   	sigs.k8s.io/kueue/pkg/controller/jobs/ray	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/raycluster	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/rayjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/rayservice	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/sparkapplication	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/statefulset	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/jobs/trainjob	(cached)
ok  	sigs.k8s.io/kueue/pkg/controller/tas	(cached)
?   	sigs.k8s.io/kueue/pkg/controller/tas/indexer	[no test files]
ok  	sigs.k8s.io/kueue/pkg/controller/workloaddispatcher	(cached)
?   	sigs.k8s.io/kueue/pkg/debugger	[no test files]
ok  	sigs.k8s.io/kueue/pkg/dra	(cached)
ok  	sigs.k8s.io/kueue/pkg/features	(cached)
ok  	sigs.k8s.io/kueue/pkg/metrics	(cached)
ok  	sigs.k8s.io/kueue/pkg/podset	(cached)
ok  	sigs.k8s.io/kueue/pkg/resources	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler/flavorassigner	(cached)
ok  	sigs.k8s.io/kueue/pkg/scheduler/preemption	(cached)
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/classical	[no test files]
ok  	sigs.k8s.io/kueue/pkg/scheduler/preemption/common	(cached)
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/expectations	[no test files]
?   	sigs.k8s.io/kueue/pkg/scheduler/preemption/fairsharing	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/admissioncheck	(cached)
?   	sigs.k8s.io/kueue/pkg/util/admissionfairsharing	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/admissiongates	(cached)
?   	sigs.k8s.io/kueue/pkg/util/api	[no test files]
ok  	sigs.k8s.io/kueue/pkg/util/cert	(cached)
ok  	sigs.k8s.io/kueue/pkg/util/clie....stripped due to length....
onciler	core/clusterqueue_controller.go:378	ClusterQueue update event	{"replica-role": "standalone", "clusterQueue": {"name":"cq1"}}
  2026-04-25T04:35:43.094131963Z	LEVEL(-2)	clusterqueue-reconciler	core/clusterqueue_controller.go:171	Reconcile ClusterQueue	{"replica-role": "standalone", "name": "cq1", "reconcileID": "8b88ef93-c15d-4625-86a4-d2f5886d9bd5"}
  2026-04-25T04:35:43.105725435Z	LEVEL(-2)	cluster-queue-reconciler	core/clusterqueue_controller.go:362	ClusterQueue delete event	{"replica-role": "standalone", "clusterQueue": {"name":"cq1"}}
  2026-04-25T04:35:43.105791795Z	LEVEL(-2)	cluster-queue-reconciler	core/clusterqueue_controller.go:371	Cleared resource metrics for deleted ClusterQueue.	{"replica-role": "standalone", "clusterQueue": {"name":"cq1"}}
  2026-04-25T04:35:43.356108325Z	LEVEL(-2)	cluster-queue-reconciler	core/clusterqueue_controller.go:378	ClusterQueue update event	{"replica-role": "standalone", "clusterQueue": {"name":"very-long-cluster-queue-name"}}
  2026-04-25T04:35:43.356292402Z	LEVEL(-2)	clusterqueue-reconciler	core/clusterqueue_controller.go:171	Reconcile ClusterQueue	{"replica-role": "standalone", "name": "very-long-cluster-queue-name", "reconcileID": "891ad891-95a7-457e-bcd3-5ce4b96c1449"}
  2026-04-25T04:35:43.366146961Z	LEVEL(-2)	cluster-queue-reconciler	core/clusterqueue_controller.go:362	ClusterQueue delete event	{"replica-role": "standalone", "clusterQueue": {"name":"very-long-cluster-queue-name"}}
  2026-04-25T04:35:43.366236932Z	LEVEL(-2)	cluster-queue-reconciler	core/clusterqueue_controller.go:371	Cleared resource metrics for deleted ClusterQueue.	{"replica-role": "standalone", "clusterQueue": {"name":"very-long-cluster-queue-name"}}
  << Timeline

  [FAILED] Expected
      <string>: "...  1s
      pass-t..."
  to equal               |
      <string>: "...  1s
      very-l..."
  In [It] at: /testbed/test/integration/singlecluster/kueuectl/list_test.go:168 @ 04/25/26 04:35:43.088
------------------------------
•••
------------------------------
• [FAILED] [0.582 seconds]
Kueuectl List when List ResourceFlavors [It] Should print resource flavor list with paging
/testbed/test/integration/singlecluster/kueuectl/list_test.go:284

  Timeline >>
  "level"=0 "msg"="Created namespace" "namespace"="ns-6n85t"
  2026-04-25T04:35:44.573849568Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:141	ResourceFlavor create event	{"replica-role": "standalone", "resourceFlavor": {"name":"rf1"}}
  2026-04-25T04:35:44.573978455Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:95	Reconcile ResourceFlavor	{"replica-role": "standalone", "name": "rf1", "reconcileID": "8b9297e9-8e35-45f6-811a-81c9eb731b53"}
  2026-04-25T04:35:44.580359642Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:141	ResourceFlavor create event	{"replica-role": "standalone", "resourceFlavor": {"name":"very-long-resource-flavor-name"}}
  2026-04-25T04:35:44.580470092Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:95	Reconcile ResourceFlavor	{"replica-role": "standalone", "name": "very-long-resource-flavor-name", "reconcileID": "0ab8a721-377d-4154-b5d8-6a2fe0d6d06a"}
  [FAILED] in [It] - /testbed/test/integration/singlecluster/kueuectl/list_test.go:300 @ 04/25/26 04:35:44.587
  2026-04-25T04:35:44.591732157Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:171	ResourceFlavor update event	{"replica-role": "standalone", "resourceFlavor": {"name":"rf1"}}
  2026-04-25T04:35:44.591815918Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:95	Reconcile ResourceFlavor	{"replica-role": "standalone", "name": "rf1", "reconcileID": "b433714c-1801-45b5-a9e0-d7df175c13c0"}
  2026-04-25T04:35:44.597146244Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:159	ResourceFlavor delete event	{"replica-role": "standalone", "resourceFlavor": {"name":"rf1"}}
  2026-04-25T04:35:44.85216497Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:171	ResourceFlavor update event	{"replica-role": "standalone", "resourceFlavor": {"name":"very-long-resource-flavor-name"}}
  2026-04-25T04:35:44.852321781Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:95	Reconcile ResourceFlavor	{"replica-role": "standalone", "name": "very-long-resource-flavor-name", "reconcileID": "1e9af7d1-c912-4918-9cc8-df3ffcf23cc2"}
  2026-04-25T04:35:44.858869755Z	LEVEL(-2)	resourceflavor-reconciler	core/resourceflavor_controller.go:159	ResourceFlavor delete event	{"replica-role": "standalone", "resourceFlavor": {"name":"very-long-resource-flavor-name"}}
  << Timeline

  [FAILED] Expected
      <string>: "... AGE
      pass-t..."
  to equal               |
      <string>: "... AGE
      rf1   ..."
  In [It] at: /testbed/test/integration/singlecluster/kueuectl/list_test.go:300 @ 04/25/26 04:35:44.587
------------------------------
••••••••••••••••••••••

Summarizing 10 Failures:
  [FAIL] Kueuectl Pass-through Pass-through commands [It] Workload [slow]
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] Workload(short) [slow]
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] LocalQueue
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] LocalQueue(short)
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] ClusterQueue
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] ClusterQueue(short)
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:81
  [FAIL] Kueuectl Pass-through Pass-through commands [It] ResourceFlavor
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:95
  [FAIL] Kueuectl Pass-through Pass-through commands [It] ResourceFlavor(short)
  /testbed/test/integration/singlecluster/kueuectl/passthrough_test.go:81
  [FAIL] Kueuectl List when List ClusterQueue [It] Should print cluster queues list with paging
  /testbed/test/integration/singlecluster/kueuectl/list_test.go:168
  [FAIL] Kueuectl List when List ResourceFlavors [It] Should print resource flavor list with paging
  /testbed/test/integration/singlecluster/kueuectl/list_test.go:300

Ran 38 of 38 Specs in 27.111 seconds
FAIL! -- 28 Passed | 10 Failed | 0 Pending | 0 Skipped
--- FAIL: TestKueuectl (27.13s)
FAIL
FAIL	sigs.k8s.io/kueue/test/integration/singlecluster/kueuectl	27.215s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler	220.291s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/delayedadmission	21.301s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/excluderesources	18.205s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/fairsharing	209.231s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/inadmissible	21.498s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/podsready	92.644s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/scheduler/resourcetransformations	20.628s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/tas	220.243s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/webhook/core	78.650s
ok  	sigs.k8s.io/kueue/test/integration/singlecluster/webhook/jobs	49.511s
ok  	sigs.k8s.io/kueue/test/performance/scheduler/checker	(cached)
?   	sigs.k8s.io/kueue/test/performance/scheduler/minimalkueue	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner	[no test files]
ok  	sigs.k8s.io/kueue/test/performance/scheduler/runner/controller	(cached)
ok  	sigs.k8s.io/kueue/test/performance/scheduler/runner/generator	(cached)
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/recorder	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/scraper	[no test files]
?   	sigs.k8s.io/kueue/test/performance/scheduler/runner/stats	[no test files]
?   	sigs.k8s.io/kueue/test/util	[no test files]
FAIL

root@c11a630b6f8b:/testbed $

exit code: 1

2026-04-25 04:40:38,145 - 
================================== Ai Message ==================================

Thought: Inspect the kueuectl list tests to understand the expected output and failures.
Action: <command>sed -n '1,240p' test/integration/singlecluster/kueuectl/list_test.go</command>

 -- <step_cost> input_tok: 53553, output_tok: 113, cost_usd: nan </step_cost>

2026-04-25 04:40:38,159 - 
================================ Human Message =================================

Observation:
sed -n '1,240p' test/integration/singlecluster/kueuectl/list_test.go
/*
Copyright The Kubernetes Authors.

Licensed under the Apache License, Version 2.0 (the "License");
you may not use this file except in compliance with the License.
You may obtain a copy of the License at

    http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software
distributed under the License is distributed on an "AS IS" BASIS,
WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
See the License for the specific language governing permissions and
limitations under the License.
*/

package kueuectl

import (
	"fmt"
	"os"
	"time"

	"github.com/onsi/ginkgo/v2"
	"github.com/onsi/gomega"
	corev1 "k8s.io/api/core/v1"
	"k8s.io/apimachinery/pkg/util/duration"
	"k8s.io/cli-runtime/pkg/genericiooptions"
	testingclock "k8s.io/utils/clock/testing"

	kueue "sigs.k8s.io/kueue/apis/kueue/v1beta2"
	"sigs.k8s.io/kueue/cmd/kueuectl/app"
	"sigs.k8s.io/kueue/cmd/kueuectl/app/list"
	utiltestingapi "sigs.k8s.io/kueue/pkg/util/testing/v1beta2"
	"sigs.k8s.io/kueue/test/util"
)

var _ = ginkgo.Describe("Kueuectl List", ginkgo.Ordered, ginkgo.ContinueOnFailure, func() {
	var ns *corev1.Namespace

	ginkgo.BeforeEach(func() {
		ns = util.CreateNamespaceFromPrefixWithLog(ctx, k8sClient, "ns-")
	})

	ginkgo.AfterEach(func() {
		gomega.Expect(util.DeleteNamespace(ctx, k8sClient, ns)).To(gomega.Succeed())
		os.Unsetenv(list.KueuectlListRequestLimitEnvName)
	})

	ginkgo.When("List LocalQueue", func() {
		var (
			lq1 *kueue.LocalQueue
			lq2 *kueue.LocalQueue
			lq3 *kueue.LocalQueue
		)

		ginkgo.JustBeforeEach(func() {
			lq1 = utiltestingapi.MakeLocalQueue("lq1", ns.Name).ClusterQueue("cq1").Obj()
			util.MustCreate(ctx, k8sClient, lq1)

			lq2 = utiltestingapi.MakeLocalQueue("lq2", ns.Name).ClusterQueue("very-long-cluster-queue-name").Obj()
			util.MustCreate(ctx, k8sClient, lq2)

			lq3 = utiltestingapi.MakeLocalQueue("very-long-local-queue-name", ns.Name).ClusterQueue("cq1").Obj()
			util.MustCreate(ctx, k8sClient, lq3)
		})

		// Simple client set that are using on unit tests not allow to filter by field selector.
		ginkgo.It("Should print local queues list filtered by field selector", func() {
			streams, _, output, errOutput := genericiooptions.NewTestIOStreams()
			configFlags := CreateConfigFlagsWithRestConfig(cfg, streams)
			executeTime := time.Now()
			kueuectl := app.NewKueuectlCmd(app.KueuectlOptions{ConfigFlags: configFlags, IOStreams: streams, Clock: testingclock.NewFakeClock(executeTime)})

			kueuectl.SetArgs([]string{"list", "localqueue", "--field-selector",
				fmt.Sprintf("metadata.name=%s", lq1.Name), "--namespace", ns.Name})

			err := kueuectl.Execute()
			gomega.Expect(err).NotTo(gomega.HaveOccurred(), "%s: %s", err, output)
			gomega.Expect(errOutput.String()).Should(gomega.BeEmpty())

			gomega.Expect(output.String()).Should(gomega.Equal(fmt.Sprintf(`NAME   CLUSTERQUEUE   PENDING WORKLOADS   ADMITTED WORKLOADS   AGE
lq1    cq1            0                   0                    %s
`,
				duration.HumanDuration(executeTime.Sub(lq1.CreationTimestamp.Time)),
			)))
		})

		// Simple client set that are using on unit tests not allow paging.
		ginkgo.It("Should print local queues list with paging", func() {
			streams, _, output, errOutput := genericiooptions.NewTestIOStreams()
			configFlags := CreateConfigFlagsWithRestConfig(cfg, streams)
			executeTime := time.Now()
			kueuectl := app.NewKueuectlCmd(app.KueuectlOptions{ConfigFlags: configFlags, IOStreams: streams, Clock: testingclock.NewFakeClock(executeTime)})

			os.Setenv(list.KueuectlListRequestLimitEnvName, "1")
			kueuectl.SetArgs([]string{"list", "localqueue", "--namespace", ns.Name})

			err := kueuectl.Execute()
			gomega.Expect(err).NotTo(gomega.HaveOccurred(), "%s: %s", err, output)
			gomega.Expect(errOutput.String()).Should(gomega.BeEmpty())

			gomega.Expect(output.String()).Should(gomega.Equal(fmt.Sprintf(`NAME                         CLUSTERQUEUE                   PENDING WORKLOADS   ADMITTED WORKLOADS   AGE
lq1                          cq1                            0                   0                    %s
lq2                          very-long-cluster-queue-name   0                   0                    %s
very-long-local-queue-name   cq1                            0                   0                    %s
`,
				duration.HumanDuration(executeTime.Sub(lq1.CreationTimestamp.Time)),
				duration.HumanDuration(executeTime.Sub(lq2.CreationTimestamp.Time)),
				duration.HumanDuration(executeTime.Sub(lq3.CreationTimestamp.Time)),
			)))
		})
	})

	ginkgo.When("List ClusterQueue", func() {
		var (
			cq1 *kueue.ClusterQueue
			cq2 *kueue.ClusterQueue
		)

		ginkgo.JustBeforeEach(func() {
			cq1 = utiltestingapi.MakeClusterQueue("cq1").Obj()
			util.MustCreate(ctx, k8sClient, cq1)

			cq2 = utiltestingapi.MakeClusterQueue("very-long-cluster-queue-name").Obj()
			util.MustCreate(ctx, k8sClient, cq2)

			util.ExpectClusterQueuesToBeActive(ctx, k8sClient, cq1, cq2)
		})

		ginkgo.JustAfterEach(func() {
			util.ExpectObjectToBeDeleted(ctx, k8sClient, cq1, true)
			util.ExpectObjectToBeDeleted(ctx, k8sClient, cq2, true)
		})

		// Simple client set that are using on unit tests not allow to filter by field selector.
		ginkgo.It("Should print cluster queues list filtered by field selector", func() {
			streams, _, output, errOutput := genericiooptions.NewTestIOStreams()
			configFlags := CreateConfigFlagsWithRestConfig(cfg, streams)
			executeTime := time.Now()
			kueuectl := app.NewKueuectlCmd(app.KueuectlOptions{ConfigFlags: configFlags, IOStreams: streams, Clock: testingclock.NewFakeClock(executeTime)})

			kueuectl.SetArgs([]string{"list", "clusterqueue", "--field-selector",
				fmt.Sprintf("metadata.name=%s", cq1.Name)})
			err := kueuectl.Execute()
			gomega.Expect(err).NotTo(gomega.HaveOccurred(), "%s: %s", err, output)
			gomega.Expect(errOutput.String()).Should(gomega.BeEmpty())
			gomega.Expect(output.String()).Should(gomega.Equal(fmt.Sprintf(`NAME   COHORT   PENDING WORKLOADS   ADMITTED WORKLOADS   ACTIVE   AGE
cq1             0                   0                    true     %s
`,
				duration.HumanDuration(executeTime.Sub(cq1.CreationTimestamp.Time)),
			)))
		})

		// Simple client set that are using on unit tests not allow paging.
		ginkgo.It("Should print cluster queues list with paging", func() {
			streams, _, output, errOutput := genericiooptions.NewTestIOStreams()
			configFlags := CreateConfigFlagsWithRestConfig(cfg, streams)
			executeTime := time.Now()
			kueuectl := app.NewKueuectlCmd(app.KueuectlOptions{ConfigFlags: configFlags, IOStreams: streams, Clock: testingclock.NewFakeClock(executeTime)})

